symbol,company,anex,acqName,date,pid,tkdAcqm,buyValue,sellValue,buyQuantity,sellquantity,secType,secAcq,did,tdpTransactionType,tdpDerivativeContractType,xbrl,personCategory,befAcqSharesNo,befAcqSharesPer,secVal,securitiesTypePost,afterAcqSharesNo,afterAcqSharesPer,acqfromDt,acqtoDt,intimDt,acqMode,derivativeType,exchange,remarks
SMSPHARMA,SMS Pharmaceuticals Limited,7(2),POTLURI INFRA PROJECTS LLP,01-Jul-2025 18:38,1184960,,0,0,0,0,Equity Shares,7346420,546267,Pledge,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184960_1475994_01072025063843_WEB.xml,Promoter Group,8846420,9.98,0,Equity Shares,8846420,9.98,30-Jun-2025,30-Jun-2025,30-Jun-2025,Others,-,NA,-
SMSPHARMA,SMS Pharmaceuticals Limited,7(2),Potluri Laboratories Private Limited,01-Jul-2025 18:38,1184960,,0,0,0,0,Equity Shares,1120320,546270,Pledge,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184960_1475994_01072025063843_WEB.xml,Promoter Group,1120320,1.26,278511552,Equity Shares,1120320,1.26,30-Jun-2025,30-Jun-2025,30-Jun-2025,Pledge Creation,-,NA,-
SALASAR,Salasar Techno Engineering Limited,7(2),ALOK KUMAR,01-Jul-2025 18:22,1184958,,0,0,0,0,Equity Shares,50000,546261,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184958_1475967_01072025062226_WEB.xml,Promoters,52451088,3.04,400000,Equity Shares,52401088,3.03,25-Jun-2025,25-Jun-2025,27-Jun-2025,Market Sale,-,NSE,-
SALASAR,Salasar Techno Engineering Limited,7(2),BASE ENGINEERING LLP,01-Jul-2025 18:22,1184958,,0,0,0,0,Equity Shares,240898,546262,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184958_1475967_01072025062226_WEB.xml,Promoter Group,7635473,0.44,1927184,Equity Shares,7394575,0.43,25-Jun-2025,25-Jun-2025,27-Jun-2025,Market Sale,-,NSE,-
SALASAR,Salasar Techno Engineering Limited,7(2),SHIKHAR FABTECH PVT LTD,01-Jul-2025 18:22,1184958,,0,0,0,0,Equity Shares,113984,546260,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184958_1475967_01072025062226_WEB.xml,Promoter Group,65783329,3.81,911872,Equity Shares,65669345,3.8,25-Jun-2025,26-Jun-2025,27-Jun-2025,Market Sale,-,NSE,-
SICALLOG,Sical Logistics Limited,7(2),Pristine Malwa Logistics Park Private Limited,01-Jul-2025 18:17,1184957,,0,0,0,0,Equity Shares,82216,546259,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184957_1475962_01072025061749_WEB.xml,Promoters,58724172,90,9235873,Equity Shares,58641956,89.87,23-Jun-2025,30-Jun-2025,01-Jul-2025,Market Sale,-,NSE,-
AARTIPHARM,Aarti Pharmalabs Limited,7(2),Nikhil Parimal Desai,01-Jul-2025 17:44,1184954,,0,0,0,0,Equity Shares,15000,546257,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184954_1475909_01072025054409_WEB.xml,Promoter Group,696754,0.77,12945574,Equity Shares,681754,0.75,29-Jun-2025,30-Jun-2025,01-Jul-2025,Market Sale,-,NA,-
AARTIPHARM,Aarti Pharmalabs Limited,7(2),ORCHID FAMILY TRUST (Relacion Trusteeship Services Private Limited),01-Jul-2025 17:44,1184954,,0,0,0,0,Equity Shares,60000,546256,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184954_1475909_01072025054409_WEB.xml,Promoters,530000,0.58,52406268,Equity Shares,470000,0.51,29-Jun-2025,30-Jun-2025,01-Jul-2025,Market Sale,-,NA,-
AKSHOPTFBR,Aksh Optifibre Limited,7(2),Dr. Kailash Shantilal Choudhari,01-Jul-2025 17:43,1184953,,0,0,0,0,Equity Shares,75000,546255,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184953_1475907_01072025054356_WEB.xml,Promoters,5371890,3.3,695148,Equity Shares,5296890,3.25,30-Jun-2025,30-Jun-2025,01-Jul-2025,Market Sale,-,NSE,-
AFFLE,Affle 3i Limited,7(2),MANISH KHURANA,01-Jul-2025 17:35,1184950,,0,0,0,0,Equity Shares,75,546251,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184950_1475879_01072025053534_WEB.xml,Other,675,0,150750,Equity Shares,600,0,30-Jun-2025,30-Jun-2025,30-Jun-2025,Market Sale,-,NSE,-
NAUKRI,Info Edge (India) Limited,7(2),Mayank Maheshwari,01-Jul-2025 17:31,1184948,,0,0,0,0,Equity Shares,300,546248,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184948_1475874_01072025053129_WEB.xml,Employees/Designated Employees,9005,0,455400,Equity Shares,8705,0,27-Jun-2025,30-Jun-2025,30-Jun-2025,Market Sale,-,NSE,-
NAUKRI,Info Edge (India) Limited,7(2),Rinchan Gupta,01-Jul-2025 17:31,1184948,,0,0,0,0,Equity Shares,5000,546249,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184948_1475874_01072025053129_WEB.xml,Employees/Designated Employees,52788,0.01,7426650,Equity Shares,47788,0.01,30-Jun-2025,30-Jun-2025,30-Jun-2025,Market Sale,-,NSE,-
NAUKRI,Info Edge (India) Limited,7(2),Info Edge Employees Stock Option Plan Trust,01-Jul-2025 17:31,1184948,,0,0,0,0,Equity Shares,13563,546247,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184948_1475874_01072025053129_WEB.xml,Other,592837,0.09,27126,Equity Shares,579274,0.09,30-Jun-2025,30-Jun-2025,30-Jun-2025,ESOP,-,NA,-
BLISSGVS,Bliss GVS Pharma Limited,7(2),Gagan Harsh Sharma,01-Jul-2025 17:16,1184945,,0,0,0,0,Equity Shares,24819,546239,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184945_1475844_01072025051618_WEB.xml,Promoters,172515,0.16,3688529,Equity Shares,197334,0.18,26-Jun-2025,26-Jun-2025,27-Jun-2025,Market Purchase,-,BSE,-
BLISSGVS,Bliss GVS Pharma Limited,7(2),Gagan Harsh Sharma,01-Jul-2025 17:16,1184945,,0,0,0,0,Equity Shares,2666,546238,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184945_1475844_01072025051618_WEB.xml,Promoters,197334,0.18,421228,Equity Shares,200000,0.19,27-Jun-2025,27-Jun-2025,30-Jun-2025,Market Purchase,-,BSE,-
BLISSGVS,Bliss GVS Pharma Limited,7(2),Gagan Harsh Sharma,01-Jul-2025 17:16,1184945,,0,0,0,0,Equity Shares,7500,546240,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184945_1475844_01072025051618_WEB.xml,Promoters,165015,0.16,1116000,Equity Shares,172515,0.16,25-Jun-2025,25-Jun-2025,27-Jun-2025,Market Purchase,-,BSE,-
INDOSTAR,IndoStar Capital Finance Limited,7(2),Arvind Sharma,01-Jul-2025 17:02,1184943,,0,0,0,0,Equity Shares,350,546234,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184943_1475823_01072025050235_WEB.xml,-,350,0,123285,Equity Shares,Nil,0,30-Jun-2025,30-Jun-2025,30-Jun-2025,Market Sale,-,NSE,-
INDOSTAR,IndoStar Capital Finance Limited,7(2),Amit Kothari,01-Jul-2025 17:02,1184943,,0,0,0,0,Equity Shares,2823,546233,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184943_1475823_01072025050235_WEB.xml,-,7323,0,1010133,Equity Shares,4500,0,30-Jun-2025,30-Jun-2025,01-Jul-2025,Market Sale,-,NSE,-
INDOSTAR,IndoStar Capital Finance Limited,7(2),Chinmay Orpe,01-Jul-2025 17:02,1184943,,0,0,0,0,Equity Shares,1000,546232,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184943_1475823_01072025050235_WEB.xml,-,1000,0,345919,Equity Shares,Nil,0,27-Jun-2025,27-Jun-2025,29-Jun-2025,Market Sale,-,BSE,-
JINDALSAW,Jindal Saw Limited,7(2),Samruddhi Employees Trust,01-Jul-2025 16:46,1184941,,0,0,0,0,Equity Shares,31341,546228,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184941_1475790_01072025044653_WEB.xml,-,2373988,0.37,1118873,Equity Shares,2342647,0.36,25-Jun-2025,25-Jun-2025,25-Jun-2025,Off Market,-,NA,-
GEEKAYWIRE,Geekay Wires Limited,7(2),RENU KANDOI,01-Jul-2025 16:46,1184940,,0,0,0,0,Equity Shares,14000,546227,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184940_1475788_01072025044604_WEB.xml,Immediate relative,2652866,5.08,994930,Equity Shares,2666866,5.1,30-Jun-2025,30-Jun-2025,01-Jul-2025,Market Purchase,-,NSE,-
SOLARA,Solara Active Pharma Sciences Limited,7(2),Poorvank Purohit,01-Jul-2025 16:43,1184937,,0,0,0,0,Equity Shares,10000,546224,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184937_1475780_01072025044323_WEB.xml,Other,144177,0.3,6318800,Equity Shares,134177,0.28,30-Jun-2025,30-Jun-2025,30-Jun-2025,Market Sale,-,NSE,-
SOLARA,Solara Active Pharma Sciences Limited,7(2),Poorvank Purohit,01-Jul-2025 16:37,1184935,,0,0,0,0,Equity Shares,4823,546222,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184935_1475772_01072025043735_WEB.xml,Other,149000,0.31,2954955,Equity Shares,144177,0.3,25-Jun-2025,25-Jun-2025,27-Jun-2025,Market Sale,-,NSE,-
SHAILY,Shaily Engineering Plastics Limited,7(2),HIREN KESHAVJIBHAI RAMANI,01-Jul-2025 16:24,1184932,,0,0,0,0,Equity Shares,250,546220,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184932_1475738_01072025042408_WEB.xml,-,3750,0,1700,Equity Shares,3500,0,26-Jun-2025,26-Jun-2025,30-Jun-2025,Market Sale,-,NSE,-
KPITTECH,KPIT Technologies Limited,7(2),KPIT TECHNOLOGIES LIMITED EMPLOYEES WELFARE TRUST,01-Jul-2025 16:23,1184930,,0,0,0,0,Equity Shares,468,546218,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184930_1475730_01072025042302_WEB.xml,Other,2229151,0.81,603802,Equity Shares,2228683,0.81,25-Jun-2025,25-Jun-2025,27-Jun-2025,ESOP,-,NSE,-
KPITTECH,KPIT Technologies Limited,7(2),Akshay Kanetkar,01-Jul-2025 16:17,1184928,,0,0,0,0,Equity Shares,3400,546216,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184928_1475722_01072025041748_WEB.xml,Employees/Designated Employees,4176,0,4340100,Equity Shares,776,0,26-Jun-2025,26-Jun-2025,28-Jun-2025,Market Sale,-,NSE,-
SUNREST,Sunrest Lifescience Limited,7(2),BHAGYESHKIRITBHAIPAREKH,01-Jul-2025 16:10,1184926,,0,0,0,0,Equity Shares,48000,546214,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184926_1475709_01072025041045_WEB.xml,Promoters,675000,15.73,2422240,Equity Shares,627000,14.61,30-Jun-2025,30-Jun-2025,01-Jul-2025,Market Sale,-,MSEI,-
FUSION,Fusion Finance Limited,7(2),Md Modaswer Hossain,01-Jul-2025 15:44,1184924,,0,0,0,0,Equity Shares,4000,546211,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184924_1475679_01072025034413_WEB.xml,-,32650,0.02,835000,Equity Shares,28650,0.02,27-Jun-2025,27-Jun-2025,30-Jun-2025,Market Sale,-,NSE,-
FUSION,Fusion Finance Limited,7(2),Devesh Sachdev,01-Jul-2025 15:44,1184924,,0,0,0,0,Equity Shares,207830,546210,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184924_1475679_01072025034413_WEB.xml,Promoters,4941314,3.05,43328398,Equity Shares,4733484,2.92,27-Jun-2025,27-Jun-2025,30-Jun-2025,Market Sale,-,NSE,-
FUSION,Fusion Finance Limited,7(2),Kamal Kumar Kaushik,01-Jul-2025 15:44,1184924,,0,0,0,0,Equity Shares,3500,546209,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184924_1475679_01072025034413_WEB.xml,-,16000,0.01,706045,Equity Shares,12500,0.01,27-Jun-2025,30-Jun-2025,30-Jun-2025,Market Sale,-,NSE,-
FUSION,Fusion Finance Limited,7(2),Mini Sachdev,01-Jul-2025 15:44,1184924,,0,0,0,0,Equity Shares,100000,546212,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184924_1475679_01072025034413_WEB.xml,Promoter Group,209500,0.13,20800000,Equity Shares,109500,0.07,27-Jun-2025,27-Jun-2025,30-Jun-2025,Market Sale,-,NSE,-
RILINFRA,Rachana Infrastructure Limited,7(2),GIRISHKUMAR OCHCHHAVLAL RAVAL,01-Jul-2025 15:34,1184922,,0,0,0,0,Equity Shares,3100,546204,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184922_1475671_01072025033458_WEB.xml,Promoters,5886981,31.64,128278,Equity Shares,5890081,31.66,30-Jun-2025,30-Jun-2025,01-Jul-2025,Market Purchase,-,NSE,-
EIEL,Enviro Infra Engineers Limited,7(2),Sanjay Jain,01-Jul-2025 15:28,1184920,,0,0,0,0,Equity Shares,34316,546202,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184920_1475659_01072025032824_WEB.xml,Promoters,48911211,27.86,235,Equity Shares,48945527,27.88,30-Jun-2025,30-Jun-2025,01-Jul-2025,Market Purchase,-,NSE,-
INTLCONV,International Conveyors Limited,7(2),Elpro International Limited,01-Jul-2025 15:04,1184918,,0,0,0,0,Equity Shares,20000,546200,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184918_1475638_01072025030404_WEB.xml,Promoter Group,856770,1.35,1891564,Equity Shares,876770,1.38,27-Jun-2025,27-Jun-2025,30-Jun-2025,Market Purchase,-,NSE,-
ANUP,The Anup Engineering Limited,7(2),PRAVIN N. BHAGWATI,01-Jul-2025 15:01,1184917,,0,0,0,0,Equity Shares,835,546197,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184917_1475632_01072025030133_WEB.xml,Immediate relative,68000,0.34,2265904,Equity Shares,68835,0.34,27-Jun-2025,27-Jun-2025,28-Jun-2025,Market Purchase,-,NSE,-
ANUP,The Anup Engineering Limited,7(2),BHAGWATI SPHEROCAST PVT LTD,01-Jul-2025 15:01,1184917,,0,0,0,0,Equity Shares,195,546198,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184917_1475632_01072025030133_WEB.xml,Immediate relative,61000,0.3,509955,Equity Shares,61195,0.31,26-Jun-2025,26-Jun-2025,28-Jun-2025,Market Purchase,-,NSE,-
ANUP,The Anup Engineering Limited,7(2),BHAGWATI SPHEROCAST PVT LTD,01-Jul-2025 15:01,1184917,,0,0,0,0,Equity Shares,805,546199,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184917_1475632_01072025030133_WEB.xml,Immediate relative,61195,0.31,2179226,Equity Shares,62000,0.31,27-Jun-2025,27-Jun-2025,28-Jun-2025,Market Purchase,-,NSE,-
ANUP,The Anup Engineering Limited,7(2),PRAVIN N. BHAGWATI,01-Jul-2025 15:01,1184917,,0,0,0,0,Equity Shares,1000,546196,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184917_1475632_01072025030133_WEB.xml,Immediate relative,67000,0.33,2614730,Equity Shares,68000,0.34,26-Jun-2025,26-Jun-2025,28-Jun-2025,Market Purchase,-,NSE,-
QUESTLAB,Quest Laboratories Limited,7(2),Anil Kumar Sabarwal,01-Jul-2025 13:21,1184914,,0,0,0,0,Equity Shares,69600,546190,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184914_1475561_01072025012103_WEB.xml,Promoters,10221250,62.37,94,Equity Shares,10290850,62.8,30-Jun-2025,30-Jun-2025,30-Jun-2025,Market Purchase,-,NSE,-
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,7(2),Avtar Singh-HUF,01-Jul-2025 13:14,1184912,,0,0,0,0,Equity Shares,700,546188,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184912_1475552_01072025011359_WEB.xml,Immediate relative,7200,0.06,865500,Equity Shares,6500,0.05,30-Jun-2025,30-Jun-2025,01-Jul-2025,Market Sale,-,NSE,-
ALMONDZ,Almondz Global Securities Limited,7(2),Avonmore Capital & Management Services Ltd,01-Jul-2025 12:50,1184911,,0,0,0,0,Equity Shares,200000,546186,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184911_1475537_01072025125015_WEB.xml,Promoters,87208454,50.22,4963057,Equity Shares,87408454,50.33,30-Jun-2025,30-Jun-2025,30-Jun-2025,Market Purchase,-,NSE,-
ALMONDZ,Almondz Global Securities Limited,7(2),Avonmore Capital & Management Services Ltd,01-Jul-2025 12:50,1184911,,0,0,0,0,Equity Shares,200000,546185,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184911_1475537_01072025125015_WEB.xml,Promoters,87008454,50.11,4430541,Equity Shares,87208454,50.22,27-Jun-2025,27-Jun-2025,30-Jun-2025,Market Purchase,-,NSE,-
KRISHANA,Krishana Phoschem Limited,7(2),NORATAN DEVI KANTHER,01-Jul-2025 12:36,1184909,,0,0,0,0,Equity Shares,3900,546182,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184909_1475523_01072025123628_WEB.xml,Promoter Group,3900,0.01,1727616,Equity Shares,Nil,0,27-Jun-2025,27-Jun-2025,30-Jun-2025,Market Sale,-,NSE,-
KRISHANA,Krishana Phoschem Limited,7(2),NORATAN DEVI KANTHER,01-Jul-2025 12:25,1184907,,0,0,0,0,Equity Shares,3900,546180,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184907_1475510_01072025122500_WEB.xml,Promoter Group,Nil,0,1652569,Equity Shares,3900,0.01,23-May-2025,26-Jun-2025,30-Jun-2025,Market Purchase,-,NSE,-
DBCORP,D.B.Corp Limited,7(2),D B Power Limited,01-Jul-2025 12:17,1184904,,0,0,0,0,Equity Shares,4977,546178,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184904_1475499_01072025121720_WEB.xml,Promoter Group,956123,0.54,1387983,Equity Shares,961100,0.54,30-Jun-2025,30-Jun-2025,30-Jun-2025,Market Purchase,-,NSE,-
DBCORP,D.B.Corp Limited,7(2),D B Power Limited,01-Jul-2025 12:17,1184904,,0,0,0,0,Equity Shares,123,546177,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184904_1475499_01072025121720_WEB.xml,Promoter Group,956000,0.54,33684,Equity Shares,956123,0.54,27-Jun-2025,27-Jun-2025,28-Jun-2025,Market Purchase,-,NSE,-
IDEAFORGE,Ideaforge Technology Limited,7(2),Ezhilan Nanmaran,01-Jul-2025 11:55,1184902,,0,0,0,0,Equity Shares,10396,546174,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184902_1475483_01072025115500_WEB.xml,-,23532,0.05,6123452,Equity Shares,13136,0.03,30-Jun-2025,30-Jun-2025,30-Jun-2025,Market Sale,-,NSE,-
IDEAFORGE,Ideaforge Technology Limited,7(2),Ezhilan Nanmaran,01-Jul-2025 11:55,1184902,,0,0,0,0,Equity Shares,10396,546173,Pledge Revoke,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184902_1475483_01072025115500_WEB.xml,-,23532,0.05,6123452,Equity Shares,23532,0.05,30-Jun-2025,30-Jun-2025,30-Jun-2025,Revokation of Pledge,-,NA,-
UGARSUGAR,The Ugar Sugar Works Limited,7(2),CHANDAN SANJEEV SHIRGAOKAR,01-Jul-2025 11:08,1184899,,0,0,0,0,Equity Shares,197221,546167,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184899_1475445_01072025110823_WEB.xml,Promoters,2049613,1.82,9688659,Equity Shares,2246834,1.99,30-Jun-2025,30-Jun-2025,01-Jul-2025,Market Purchase,-,NSE,-
MASTERTR,Master Trust Limited,7(2),RAJINDER KUMAR SINGHANIA,01-Jul-2025 10:58,1184897,,0,0,0,0,Equity Shares,1825000,546165,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184897_1475436_01072025105851_WEB.xml,Promoters,25803570,22.98,266906250,Equity Shares,23978570,21.36,27-Jun-2025,27-Jun-2025,30-Jun-2025,-,-,NA,-
MASTERTR,Master Trust Limited,7(2),HARNEESH KAUR ARORA,01-Jul-2025 10:58,1184897,,0,0,0,0,Equity Shares,1825000,546164,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184897_1475436_01072025105851_WEB.xml,Promoters,12150100,10.82,266924500,Equity Shares,10325100,9.2,27-Jun-2025,27-Jun-2025,30-Jun-2025,-,-,NA,-
DLINKINDIA,D-Link (India) Limited,7(2),MUKESH TIRTHDAS LULLA,01-Jul-2025 10:35,1184895,,0,0,0,0,Equity Shares,20635,546161,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184895_1475426_01072025103531_WEB.xml,Director,2065594,5.82,11293562,Equity Shares,2044959,5.76,30-Jun-2025,30-Jun-2025,01-Jul-2025,Market Sale,-,NSE,-
SWSOLAR,Sterling and Wilson Renewable Energy Limited,7(2),Shapoorji Pallonji And Company Private Limited,30-Jun-2025 23:41,1184893,,0,0,0,0,Equity Shares,16201291,546159,Pledge,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184893_1475367_30062025114116_WEB.xml,Promoters,16201291,6.94,519328731,Equity Shares,16201291,6.94,25-Jun-2025,25-Jun-2025,27-Jun-2025,Pledge Creation,-,NA,-
SHK,S H Kelkar and Company Limited,7(2),Kedar Vaze,30-Jun-2025 23:20,1184891,,0,0,0,0,Equity Shares,221424,546157,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184891_1475360_30062025112043_WEB.xml,Promoters,14281555,10.32,51932835,Equity Shares,14060131,10.16,30-Jun-2025,30-Jun-2025,30-Jun-2025,Market Sale,-,NSE,-
SHK,S H Kelkar and Company Limited,7(2),Kedar Vaze,30-Jun-2025 23:20,1184891,,0,0,0,0,Equity Shares,300000,546155,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184891_1475360_30062025112043_WEB.xml,Promoters,14906555,10.77,71148873,Equity Shares,14606555,10.55,26-Jun-2025,26-Jun-2025,30-Jun-2025,Market Sale,-,NSE,-
SHK,S H Kelkar and Company Limited,7(2),Kedar Vaze,30-Jun-2025 23:20,1184891,,0,0,0,0,Equity Shares,325000,546156,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184891_1475360_30062025112043_WEB.xml,Promoters,14606555,10.55,74937828,Equity Shares,14281555,10.32,27-Jun-2025,27-Jun-2025,30-Jun-2025,Market Sale,-,NSE,-
AFFLE,Affle 3i Limited,7(2),Kapil Mohan Bhutani,30-Jun-2025 22:43,1184889,,0,0,0,0,Equity Shares,5695,546151,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184889_1475345_30062025104349_WEB.xml,Key Managerial Personnel,40510,0.01,11573410,Equity Shares,34815,0.01,30-Jun-2025,30-Jun-2025,30-Jun-2025,Market Sale,-,NSE,-
CENTUM,Centum Electronics Limited,7(2),Shivarudraswami M Yaradal,30-Jun-2025 22:36,1184887,,0,0,0,0,Equity Shares,401,546148,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184887_1475339_30062025103600_WEB.xml,Employees/Designated Employees,6051,0.04,895433,Equity Shares,5650,0.03,26-May-2025,26-May-2025,28-May-2025,-,-,BSE,-
CENTUM,Centum Electronics Limited,7(2),Shivarudraswami M Yaradal,30-Jun-2025 22:36,1184887,,0,0,0,0,Equity Shares,300,546149,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184887_1475339_30062025103600_WEB.xml,Employees/Designated Employees,5650,0.03,753600,Equity Shares,5350,0.03,27-Jun-2025,27-Jun-2025,29-Jun-2025,-,-,BSE,-
360ONE,360 ONE WAM LIMITED,7(2),Himadri Chatterjee,30-Jun-2025 22:08,1184884,,0,0,0,0,Equity Shares,83112,546143,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184884_1475325_30062025100839_WEB.xml,Employees/Designated Employees,650411,0.16,99834262,Equity Shares,567299,0.16,27-Jun-2025,27-Jun-2025,27-Jun-2025,Market Sale,-,NSE,-
360ONE,360 ONE WAM LIMITED,7(2),Himadri Chatterjee,30-Jun-2025 22:08,1184884,,0,0,0,0,Equity Shares,61169,546145,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184884_1475325_30062025100839_WEB.xml,Employees/Designated Employees,567299,0.14,73445447,Equity Shares,506130,0.13,30-Jun-2025,30-Jun-2025,30-Jun-2025,Market Sale,-,NSE,-
360ONE,360 ONE WAM LIMITED,7(2),Anup Maheshwari,30-Jun-2025 22:08,1184884,,0,0,0,0,Equity Shares,40000,546141,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184884_1475325_30062025100839_WEB.xml,Employees/Designated Employees,247280,0.06,47850411,Equity Shares,207280,0.05,27-Jun-2025,27-Jun-2025,27-Jun-2025,Market Sale,-,NSE,-
360ONE,360 ONE WAM LIMITED,7(2),Jay Gandhi,30-Jun-2025 22:08,1184884,,0,0,0,0,Equity Shares,1000,546140,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184884_1475325_30062025100839_WEB.xml,Employees/Designated Employees,4500,0.01,1161635,Equity Shares,3500,0,13-Jun-2025,25-Jun-2025,30-Jun-2025,Market Sale,-,NSE,-
360ONE,360 ONE WAM LIMITED,7(2),Mehul Jani,30-Jun-2025 22:08,1184884,,0,0,0,0,Equity Shares,19379,546144,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184884_1475325_30062025100839_WEB.xml,Employees/Designated Employees,19379,0.01,22807133,Equity Shares,Nil,0,25-Jun-2025,25-Jun-2025,27-Jun-2025,Market Sale,-,NSE,-
360ONE,360 ONE WAM LIMITED,7(2),Pankaj Fitkariwala,30-Jun-2025 22:08,1184884,,0,0,0,0,Equity Shares,7074,546142,Sell,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184884_1475325_30062025100839_WEB.xml,Employees/Designated Employees,100000,0.02,8481000,Equity Shares,92926,0.02,27-Jun-2025,27-Jun-2025,30-Jun-2025,Market Sale,-,NSE,-
LOKESHMACH,Lokesh Machines Limited,7(2),BOLLINENI KISHORE BABU,30-Jun-2025 19:34,1184882,,0,0,0,0,Equity Shares,79000,546132,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184882_1475192_30062025073450_WEB.xml,Promoters,1145209,5.92,19216750,Equity Shares,1224209,6.2,26-Jun-2025,26-Jun-2025,27-Jun-2025,Conversion of security,-,NA,-
INOXWIND,Inox Wind Limited,7(2),Aryavardhan Trading LLP,30-Jun-2025 19:29,1184880,,0,0,0,0,Equity Shares,35243100,546125,Buy,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1184880_1475183_30062025072944_WEB.xml,Promoter Group,68200000,5.23,0,Equity Shares,103443100,6.37,24-Jun-2025,24-Jun-2025,26-Jun-2025,Scheme of Amalgamation/Merger/Demerger/Arrangement,-,NA,-
